,id,title,unpublished,Backup Link,sheet_entry,sheet_line,youtube_dl_entry_contributor120,Backup_found
204,_vmDsOUUWXE,13/05/2008重點新聞：四川地震逾1萬2千人死亡u3000當局加緊打通往汶川道路,False,,,,,False
205,_voOJIJIGrw,五夜講場 - 學人講經濟 2018：貿易‧戰爭？,False,,,,,False
206,_vOOLrRoX4w,13-12-2011 The Works Fredric Mao's The Liaisons,False,,,,,False
207,_vPovJbGe0Y,浪子心聲(參加者：JoshuaLam 林俊逸),False,,,,,False
208,_WbUWmYuOp8,議事論事：DQ有理？;抗爭末路?;「論政」嘉賓：楊岳橋（公民黨黨魁）,False,,,,,False
209,_WoNjdiEr8A,日常8點半 (民生·旅遊)：第一百零四集,False,,,,,False
210,_wPLSk_ijTs,03/03/2009重點新聞：關楚耀和衛詩涉藏大麻在東京被捕,False,,,,,False
211,_wYaaaulzi8,聽出好戲勢：歲月不忘情─《紳士老爺》及《過路人》,False,,,,,False
212,_wYQn_Jtr0M,早辰。早晨-全日早餐：全日早餐#6：遊.歷.無界限,False,,,,,False
213,_x6p3-XWuPc,明星講性：譚詠麟,False,,,,,False
214,_xFwlxlbXPY,"The Works：Magna Carta in HK, Art Gallery Week, Nils Karten's collages and in the studio: trumpet s",False,,,,,False
215,_xk3Q3Bqrdo,音樂動起來第3集: 農夫、豹哥爆笑片段曝光,False,,,,,False
216,_xlf3WAAvPk,小學校際通識大賽2019：第十二集,False,,,,,False
217,_XOW24S8anc,五夜講場 - 文學放得開 2019：女神與娘娘,False,,,,,False
218,_xPmYQ9hjws,千禧年代：千禧年代 4月15日,False,,,,,False
219,_Y-pF6DHWDc,自在8點半 (消閒)：第三集,False,,,,,False
220,_YEwpZ_3GiI,山系830：運動／自在遊之1,False,,,,,False
221,_YHHhyVXZEM,「中文一分鐘」重溫之二十,False,,,,,False
222,_YJFFztuItk,比知活得更精彩音樂會,False,,,,,False
223,_ymbKn0vHH0,我家在香港 III：天有多高,False,,,,,False
224,_yvkrsZ-_jo,香港電台2007聖誕聯歡會:《風生水起》現場Rap版,False,,,,,False
225,_yywYGebGaA,鏗鏘集：傘後。一年,False,,,,,False
226,_Z8rfVj6a8Y,《零距離科學》 - 日蝕全接觸 預告,False,,,,,False
227,_Z8W_X-emIw,2009-08-30 升斗之歌 : 攝影青年舊區情,False,,,,,False
228,_Za_kOQf_-g,藝坊星期天 第二十集 翩娜．包殊,False,,,,,False
229,_Zg_7nnHw_s,五夜講場 - 歷史係咁話 2019：民主科學何時了,False,https://mega.nz/file/puREBT7T#m_xu4XgP3TsojWg7t8Wgz8rxDwQN3t2AYLNAvVxrIDo,True,113.0,,True
230,_zrA8DIi_Es,亞太廣播聯盟機械人大賽2010 (預告),False,,,,,False
231,_ZWC7bTepX8,頭條新聞：第17集—今季最後一集,False,,,,True,True
232,_zXthz8nUwk,《把歌談心》(鄧藹霖),False,,,,,False
233,_ZXyykJdPAQ,視點31：又是僭建?；視點擂台最終回，誰是台主？,False,,,,,False
234,-_6HEHGMtfI,Harry哥哥好鄰居：第三十集,False,,,,,False
235,-_c8Srzu4tg,07/03/2008重點新聞：英格蘭球星碧咸與青少年代表切磋球技,False,,,,,False
236,-_pYt3c-H-E,《地下秩序》第三集(2015年8月6日播放) .,False,,,,,False
237,-_QHfNvtQmU,視點31：公關災難；大嶼承載力；臭河塘虱,False,https://mega.nz/file/3q4WARDa#d_VnPY1UpllrtLUZiX7dANaIDqDqYz6ZtR6ljqT1CNQ,True,388.0,,True
238,-_ZYWIf4iy4,視點31：疫症橫行全球攬炒？污名化;疫症學習;疫情下的國際形勢,False,,,,,False
239,---C86nSmXY,30/12/2008重點新聞：雷曼迷債回購無限期押後,False,,,,,False
240,--42bNBQ4ig,早辰。早晨：手語直播節目︰無法無天,False,,,,,False
241,--gb4RZCpwQ,2012-11-10 頭條新聞 太后與小豪子,False,,,,,False
242,--WruAenGBk,我們都是香港隊,False,,,,,False
243,-0rZjvHDfKc,早辰。早晨：手語直播節目︰立法會補選拆局,False,,,,,False
244,-1DUyalf1wY,五夜講場 - 歷史係咁話 2019：以暴抗暴真勇武？,False,https://odysee.com/@amokhuxley:9/_violentresistance_historynight2019_rthk:d,True,110.0,,True
245,-1sDDBkx7n8,Alpha Maria：Chapter 6 : Alpha Maria,False,,,,,False
246,-1uBr0wMDbs,2014年2月10日 總有出頭天 第五集《轉捩點》,False,,,,,False
247,-1X6O-Ow5gY,早辰。早晨：手語直播節目︰國歌法；工業意外,False,,,,,False
248,-21X_f7zuHU,火速救兵IV 第二集 火伴(下)  (預告),False,,,,,False
249,-2d9RWNIMAc,日常8點半 (民生．飲食)：第六十六集,True,,,,,False
250,-2GpX3fPubA,五夜講場 - 學人串社科 2019：過期經濟學,False,,,,,False
251,-2QKe8tUnJA,警訊 法例知多d 虛報履歷,False,,,,,False
252,-2tbOjUhXYY,自在8點半 (消閒)：第二十四集,False,,,,,False
253,-2xl2L_M2p4,千禧年代：千禧年代 7月10日,False,,,,,False
254,-321QAVfW-4,香港故事-最佳配角：疾風背後,False,,,,,False
255,-331hMiXZuQ,"城市論壇：自決立場被拒選    裁定對錯怎計算(What are the reasons for ruling ""Democratic self-determination"" as inconsist",False,,,,,False
256,-3gSIjGww6M,「英語一分鐘」重溫之一百五十五,False,,,,,False
257,-3kJjHbrO9E,「金曲40我和你」經典視像：樂壇女神,False,,,,,False
258,-3LNn4FEB4Y,香港有你：英裁作育,False,,,,,False
259,-3m6SCD78dY,9/09/2008重點新聞：打鼓嶺三人死亡u3000警列作兇殺及自殺案,False,,,,,False
260,-3NjbYZbLsg,01/05/2008重點新聞：曾蔭權責成相關官員跟進西貢車禍,False,,,,,False
261,-3NytFQJMww,《消費新潮》宣傳片 : 艾威、糖妹,False,,,,,False
262,-3py-mx5U5Q,24.5.2011 The Works Bob Mocarsky in the Studio,False,,,,,False
263,-3SIdMqCLkM,自在8點半 (旅遊)：第十六集,False,,,,,False
264,-3TDk81dpK8,10-4-2012 The Works Korean Art Boom,False,,,,,False
265,-3wTY_R5NF4,「頭條新聞：頭條中老年軍成立典禮」- 拉布情人節,False,,,,True,True
266,-3xmFucn2z4,2010年2月8日香港故事(第十一輯) 唐狗預告,False,,,,,False
267,-4_cQKdsVMU,22/10/2010 頭條新聞: 特首風雲前哨戰,False,,,,,False
268,-4I_k43y3Qs,《12音樂門•逃LIVE》「我們的快樂時代」(中大圓形廣場) －Dear Jane、狄易達、糖妹、馮允謙、J.Arie、MastaMic、胡鴻鈞、林奕匡、鄭欣宜、Supper Moment,False,,,,,False
269,-4IcMzzVSvU,小伙子大本營：第二十集,False,,,,,False
270,-6lXhbrCRxY,日常8點半 (民生．飲食)：第八十三集,False,,,,,False
271,-6MXBCP2_eA,正斗中文第11集: Kolor「大懶堂」,False,,,,,False
272,-6w6YqLZGzE,視點31：政治計算；全民檢測嗎？；跟蹤,False,,,,,False
